FechaProgramacion,Fabrica,Seccion,Linea,Equipo,TiempoPNP
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO ESTERILIZADOR,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR LLENADORA,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,PALETIZADOR WALLON,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ETIQUETADORA,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ESPIRAL INGRESO ETIQUETADORA,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ENGOMADORA - PRENSA,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ENFRIADOR,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,EMBALADORA NON SHOCK,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA CERRADORA,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA ENFRIADOR,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA CERRADORA,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP MASS CONVEYOR,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO CERRADORA,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ROBOT PALETIZADOR KUKA,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,LLENADORA,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ESTERILIZADOR,20
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,VAC TRAC ENFRIADOR,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA ENFRIADOR,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA CERRADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP MASS CONVEYOR,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO CERRADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENTADOR ENVASES VACIO,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,PRECALENTADOR,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,LLENADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ESTERILIZADOR,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA PALETIZADOR WALLON,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA ENFRIADOR,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,DETECTOR RAYOS X INSCAN100,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE CAJAS MARSH,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,BBA DE RECUPERO LLENADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA EMBALADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO ENFRIADOR,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO LLEN-CERRADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO ESTERILIZADOR,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR LLENADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ROBOT PALETIZADOR KUKA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ETIQUETADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ESPIRAL INGRESO ETIQUETADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ENGOMADORA - PRENSA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ENFRIADOR,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,EMBALADORA NON SHOCK,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA CERRADORA,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR PALETAS,261
2/7/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP RODILLO PALETAS,261
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENT CAJAS PALETIZ,261
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO EMBAL-ETIQ,261
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR ENFRIADOR,261
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,PALETIZADOR WALLON,261
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,Llenado Y Embalado / Baby 3 - FLE,261
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE ENVASE LLENO,261
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,CERRADORA,261
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENT CAJAS PALETIZ,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO EMBAL-ETIQ,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR ENFRIADOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ENGOMADORA - PRENSA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ENFRIADOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR PALETAS,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE ENVASE LLENO,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,CERRADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,BBA DE RECUPERO LLENADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,VAC TRAC ENFRIADOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA EMBALADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP RODILLO PALETAS,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP MASS CONVEYOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO ENFRIADOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENTADOR ENVASES VACIO,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO LLEN-CERRADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR LLENADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,PALETIZADOR WALLON,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,LLENADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ETIQUETADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ESPIRAL INGRESO ETIQUETADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,EMBALADORA NON SHOCK,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA CERRADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA ENFRIADOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,Llenado Y Embalado / Baby 3 - FLE,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA PALETIZADOR WALLON,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA ENFRIADOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE CAJAS MARSH,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA CERRADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO CERRADORA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO ESTERILIZADOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ROBOT PALETIZADOR KUKA,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,PRECALENTADOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,ESTERILIZADOR,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,DETECTOR RAYOS X INSCAN100,154
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,VAC TRAC ENFRIADOR,42
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA ENFRIADOR,42
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA EMBALADORA,42
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP MASS CONVEYOR,42
8/8/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENTADOR ENVASES VACIO,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,LLENADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA CERRADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA CERRADORA,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO CERRADORA,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO ESTERILIZADOR,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ROBOT PALETIZADOR KUKA,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ESTERILIZADOR,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,DETECTOR RAYOS X INSCAN100,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO ESTERILIZADOR,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ROBOT PALETIZADOR KUKA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ENGOMADORA - PRENSA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ENFRIADOR,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR PALETAS,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,CERRADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA ENFRIADOR,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,PRECALENTADOR,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,Llenado Y Embalado / Baby 3 - FLE,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA PALETIZADOR WALLON,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA ENFRIADOR,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE CAJAS MARSH,15
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA CERRADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO CERRADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENT CAJAS PALETIZ,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO EMBAL-ETIQ,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR ENFRIADOR,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ESTERILIZADOR,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,DETECTOR RAYOS X INSCAN100,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE ENVASE LLENO,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,BBA DE RECUPERO LLENADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP RODILLO PALETAS,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO ENFRIADOR,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO LLEN-CERRADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR LLENADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,PRECALENTADOR,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,PALETIZADOR WALLON,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,Llenado Y Embalado / Baby 3 - FLE,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ETIQUETADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ESPIRAL INGRESO ETIQUETADORA,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,EMBALADORA NON SHOCK,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA PALETIZADOR WALLON,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA ENFRIADOR,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE CAJAS MARSH,42
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO ENFRIADOR,67
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO ESTERILIZADOR,67
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR LLENADORA,67
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ROBOT PALETIZADOR KUKA,67
23/11/2019,Condenseria,Envasado RTD,Linea Baby 3,ETIQUETADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ESTERILIZADOR,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ESPIRAL INGRESO ETIQUETADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,EMBALADORA NON SHOCK,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA ENFRIADOR,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,DETECTOR RAYOS X INSCAN100,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE CAJAS MARSH,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENT CAJAS PALETIZ,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO EMBAL-ETIQ,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR ENFRIADOR,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ENGOMADORA - PRENSA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ENFRIADOR,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR PALETAS,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE ENVASE LLENO,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,CERRADORA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,BBA DE RECUPERO LLENADORA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,VAC TRAC ENFRIADOR,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA EMBALADORA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP RODILLO PALETAS,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP MASS CONVEYOR,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO ENFRIADOR,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENTADOR ENVASES VACIO,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO LLEN-CERRADORA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR LLENADORA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,PALETIZADOR WALLON,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,LLENADORA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ETIQUETADORA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ESPIRAL INGRESO ETIQUETADORA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,EMBALADORA NON SHOCK,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA CERRADORA,15
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA ENFRIADOR,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,Llenado Y Embalado / Baby 3 - FLE,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA PALETIZADOR WALLON,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,CERRADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,VAC TRAC ENFRIADOR,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA CERRADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP RODILLO PALETAS,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP MASS CONVEYOR,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO CERRADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENTADOR ENVASES VACIO,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO LLEN-CERRADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO EMBAL-ETIQ,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR ENFRIADOR,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,PRECALENTADOR,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,PALETIZADOR WALLON,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,LLENADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE ENVASE LLENO,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA EMBALADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENT CAJAS PALETIZ,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ENGOMADORA - PRENSA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ENFRIADOR,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA CERRADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR PALETAS,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,BBA DE RECUPERO LLENADORA,67
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP RODILLO PALETAS,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO LLEN-CERRADORA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO EMBAL-ETIQ,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR LLENADORA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR ENFRIADOR,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,PALETIZADOR WALLON,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,Llenado Y Embalado / Baby 3 - FLE,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA PALETIZADOR WALLON,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE ENVASE LLENO,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,CERRADORA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA EMBALADORA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO ENFRIADOR,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO ESTERILIZADOR,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ROBOT PALETIZADOR KUKA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ETIQUETADORA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ESPIRAL INGRESO ETIQUETADORA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ENGOMADORA - PRENSA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ENFRIADOR,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,EMBALADORA NON SHOCK,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA CERRADORA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR PALETAS,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO ENFRIADOR,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO LLEN-CERRADORA,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO ESTERILIZADOR,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR LLENADORA,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ROBOT PALETIZADOR KUKA,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,PALETIZADOR WALLON,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ETIQUETADORA,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ESPIRAL INGRESO ETIQUETADORA,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,EMBALADORA NON SHOCK,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA PALETIZADOR WALLON,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA ENFRIADOR,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,DETECTOR RAYOS X INSCAN100,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE CAJAS MARSH,12
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENT CAJAS PALETIZ,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ESTERILIZADOR,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA ENFRIADOR,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,DETECTOR RAYOS X INSCAN100,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE CAJAS MARSH,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,BBA DE RECUPERO LLENADORA,95
28/10/2019,Condenseria,Envasado RTD,Linea Baby 3,VAC TRAC ENFRIADOR,95
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA ENFRIADOR,95
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA CERRADORA,95
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP MASS CONVEYOR,95
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO CERRADORA,95
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENTADOR ENVASES VACIO,95
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,PRECALENTADOR,95
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,LLENADORA,95
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA CERRADORA,12
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP RODILLO PALETAS,12
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP MASS CONVEYOR,12
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP CABLE ELEVADO CERRADORA,12
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENT CAJAS PALETIZ,12
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,TABLERO AUTOMATISMO EMBAL-ETIQ,12
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,SOPLADOR ENFRIADOR,12
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,PRECALENTADOR,12
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,LLENADORA,12
14/11/2018,Condenseria,Envasado RTD,Linea Baby 3,ESTERILIZADOR,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,CODIFICADOR DE ENVASE LLENO,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,BBA DE RECUPERO LLENADORA,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA ENFRIADOR,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,Llenado Y Embalado / Baby 3 - FLE,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR PALETAS,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,CERRADORA,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,VAC TRAC ENFRIADOR,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP SALIDA EMBALADORA,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,TRANSP ALIMENTADOR ENVASES VACIO,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,ENGOMADORA - PRENSA,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,ENFRIADOR,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 3,ELEVADOR SALIDA CERRADORA,12
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,TRANSP RODILLO PALETAS,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,TRANSP CABLE ELEVADO ENFRIADOR,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,TABLERO AUTOMATISMO LLEN-CERRADORA,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,SOPLADOR LLENADORA,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,PRECALENTADOR,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,PALETIZADOR WALLON,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,ETIQUETADORA,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,ESPIRAL INGRESO ETIQUETADORA,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,EMBALADORA,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,CODIFICADOR DE CAJAS MARSH,25
27/12/2018,Condenseria,Envasado RTD,Linea Baby 2,TABLERO AUTOMATISMO ESTERILIZADOR,25
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,ROBOT PALETIZADOR KUKA,25
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,Llenado Y Embalado / Baby 2 - FLE,25
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,ENGOMADORA - PRENSA,25
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,ENFRIADOR,25
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,ELEVADOR SALIDA CERRADORA,25
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,ELEVADOR PALETAS,25
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,DETECTOR GAMMA,25
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,CERRADORA,25
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,TRANSP SALIDA EMBALADORA,53
14/11/2018,Condenseria,Envasado RTD,Linea Baby 2,TABLERO AUTOMATISMO EMBAL-ETIQ,53
